Actual Solution,Predicted Solution,Result,Similarity,Similarity (Non Case-Sensitive)
8DRCQ,8DRCQ,1,1.0,1.0
6X4HG,QHG,0,0.5,0.5
EKXy8Js,Ert+yjs,0,0.42857142857142855,0.5714285714285714
lIaaMb4L,Kaa^b4L,0,0.6666666666666666,0.6666666666666666
3pbBK,3p6BK,0,0.8,0.8
0YCYlIhOY9,0YCYVhoY9,0,0.7368421052631579,0.8421052631578947
6GAMEwbV,6GAMEwbL,0,0.875,0.875
yoWpL,yOWpL,0,0.8,1.0
mfA7TbGB1,mf47vGBl,0,0.5882352941176471,0.5882352941176471
1ObtbUwV,10btbUwv,0,0.75,0.875
D5HIYX,05h1yx,0,0.16666666666666666,0.6666666666666666
8PMMdbtlY,8PMNdbt,0,0.75,0.75
cCGGif,CCGgif,0,0.6666666666666666,1.0
zz2j8U3,ZZ2jU3,0,0.6153846153846154,0.9230769230769231
9Wvx9i,o4Vxg,0,0.18181818181818182,0.36363636363636365
ExktkuTT,E4KkUTT,0,0.5333333333333333,0.8
mFYhClCiB,mAmCiCiB,0,0.5882352941176471,0.5882352941176471
7mN8tpA,7mN8tPA,0,0.8571428571428571,1.0
xTzW,xTZw,0,0.5,1.0
Z1itfh,evith,0,0.5454545454545454,0.5454545454545454
UUHTnN1Ln,UHPMKen,0,0.375,0.375
1HDBFe7,1HDBFe7,1,1.0,1.0
83623,83623,1,1.0,1.0
zEjERxJm,zejeRxm,0,0.6666666666666666,0.9333333333333333
yD0zJ,YOOZU,0,0.0,0.4
yNonQT,yWOMOT,0,0.3333333333333333,0.5
vkTydHmu,VkydHmu,0,0.8,0.9333333333333333
KDnH,KDmH,0,0.75,0.75
U8Jhi2Xa,U9h2xa,0,0.5714285714285714,0.7142857142857143
ny8Wv,nyswz,0,0.4,0.6
A2NfE,AONFG,0,0.4,0.6
srrfCm720,srfc^m^20,0,0.6666666666666666,0.7777777777777778
M8fedaiAwy,moferajamy,0,0.4,0.6
Ydsb0,YdSbO,0,0.6,0.8
cVOm,Cm,0,0.3333333333333333,0.6666666666666666
b94cYK,b94CYK,0,0.8333333333333334,1.0
x70AHxz,x10phx2,0,0.42857142857142855,0.5714285714285714
4a3MWP,40334p,0,0.3333333333333333,0.5
DCRW,DRAW205,0,0.5454545454545454,0.5454545454545454
6GKNt,6GKNT,0,0.8,1.0
KBHC,KATHIC,0,0.6,0.6
Te3B6,xe3b6,0,0.6,0.8
Y4wHJGIQ,Y4w3GQ,0,0.7142857142857143,0.7142857142857143
