Actual Solution,Predicted Solution,Result,Similarity,Similarity (Non Case-Sensitive)
v51e,z51e,0,0.75,0.75
M3lR,a31R,0,0.5,0.5
AY5M,AY5M,1,1.0,1.0
DXVR,D4LR8,0,0.4444444444444444,0.4444444444444444
IKMc2,KC2,0,0.5,0.75
Kf3la9,k3r39,0,0.36363636363636365,0.5454545454545454
CdilJPC3U,L3jP2Bu,0,0.125,0.5
mtY1r,m41r,0,0.6666666666666666,0.6666666666666666
H8JYo3ohjt,f8J4O3At,0,0.4444444444444444,0.5555555555555556
a12lec,2nec6,0,0.5454545454545454,0.5454545454545454
kmmijAEe,kMm1A60,0,0.4,0.5333333333333333
sIx7MS,SHIFTMS,0,0.46153846153846156,0.6153846153846154
ozhBI0pb,Ozh810pb,0,0.625,0.75
6Hv8,6H8,0,0.8571428571428571,0.8571428571428571
HZAC,H23AC,0,0.6666666666666666,0.6666666666666666
kjcbLb91,kCbl4d,0,0.2857142857142857,0.5714285714285714
E8JX,BG1K,0,0.0,0.0
4UYuL6,8UA4uv16,0,0.42857142857142855,0.42857142857142855
T6hwWPQY,To6WpPYy,0,0.625,0.625
s0rTRh1,SORRY1,0,0.3076923076923077,0.6153846153846154
Foiz,FO1Z,0,0.25,0.75
5l4I336bW,54336bw,0,0.75,0.875
drYy,drvy,0,0.75,0.75
GD8ZM,GD8ZMO,0,0.9090909090909091,0.9090909090909091
tWXdEgE,PHdGE,0,0.3333333333333333,0.5
bbhOfnCm,bb10incm,0,0.5,0.625
3AfYnPn,3AknnAn,0,0.5714285714285714,0.5714285714285714
Ezpf,FZpfs,0,0.4444444444444444,0.6666666666666666
GeLB2,GCAB2,0,0.6,0.6
4eXM2w,4eXm2w,0,0.8333333333333334,1.0
fw56rBs,FW56485,0,0.2857142857142857,0.5714285714285714
EMKX,EfX11X,0,0.4,0.4
gyI3imao,SY13I2AO,0,0.125,0.625
jTSv,T1J5,0,0.25,0.25
sEZlf7Q,SE7f10,0,0.3076923076923077,0.46153846153846156
iVvf6N,iNvF16N,0,0.6153846153846154,0.7692307692307693
5vSS,5NSS,0,0.75,0.75
nfjfLJrA,nflflURA,0,0.5,0.75
BttYmEk,B7imeEk,0,0.5714285714285714,0.5714285714285714
Jy5O7SM,V506SM,0,0.46153846153846156,0.46153846153846156
iJwg2fb2uC,Jw921b2Uc,0,0.5263157894736842,0.7368421052631579
GS3C,a0c2c,0,0.0,0.2222222222222222
8sGpmess,oSGpZheS,0,0.375,0.625
DAKfAdh,DAAh1,0,0.6666666666666666,0.6666666666666666
sOnjpX,So0ipX,0,0.3333333333333333,0.6666666666666666
apvoW,apNOW,0,0.6,0.8
2C6pJZ1PQ,2C6pPZypQ,0,0.6666666666666666,0.7777777777777778
ZFHd,ZAhqd,0,0.4444444444444444,0.6666666666666666
NMnJPYQ,NmnspYO,0,0.42857142857142855,0.7142857142857143
Jh2M,Jb22j,0,0.4444444444444444,0.4444444444444444
WDZwu,WDZWUl,0,0.5454545454545454,0.9090909090909091
wrNsq7SP,wNSaSP,0,0.5714285714285714,0.7142857142857143
gRvaR5,GRVAR5,0,0.5,1.0
Q7HYmpN,Q7HY4P2,0,0.5714285714285714,0.7142857142857143
Usinkt1tR,UsInkTtRtR,0,0.631578947368421,0.8421052631578947
6UPk,6UPk,1,1.0,1.0
9CsNr,9CSNVR,0,0.5454545454545454,0.9090909090909091
XSCC,15CC,0,0.5,0.5
2Y3gZM,2Y3gZM,1,1.0,1.0
A7M5Y3Zo,AM51370,0,0.5333333333333333,0.5333333333333333
DywXxJj,DY4XJJW,0,0.42857142857142855,0.7142857142857143
Xg33RNxh,X533RhXh,0,0.625,0.75
0evFaD,03VFAD,0,0.5,0.8333333333333334
INZt,Wht,0,0.2857142857142857,0.2857142857142857
88ONkkQ,880V1460,0,0.26666666666666666,0.26666666666666666
5Riv0BjzY,s41v08vjz,0,0.4444444444444444,0.4444444444444444
UUar,U1a2r,0,0.6666666666666666,0.6666666666666666
0zGJn,OZgjN,0,0.0,0.8
jxQYo,ixoyo,0,0.4,0.6
WHQiFMsjV,WhomsV,0,0.4,0.6666666666666666
sF5mLQ,SF5fm10,0,0.46153846153846156,0.6153846153846154
sS2Wx5,SS2WX5,0,0.6666666666666666,1.0
sJdNsVhH,SJDWSVHN4,0,0.23529411764705882,0.7058823529411765
5xtW,5XkLW,0,0.4444444444444444,0.6666666666666666
Sei9NFeC,seIGNFeC,0,0.625,0.875
v0A8M,v0a00M,0,0.5454545454545454,0.7272727272727273
CZ89FdH,C100FfH,0,0.42857142857142855,0.42857142857142855
CAuIGBFUW,NUIGBFUW,0,0.7058823529411765,0.8235294117647058
ZaH0,aH0,0,0.8571428571428571,0.8571428571428571
jwSQl7N,wS017N,0,0.6153846153846154,0.6153846153846154
w8Pgrbyjl,w8PGABYJ,0,0.35294117647058826,0.8235294117647058
znbOa,ZNBOq,0,0.2,0.8
MPpbzUb,Mpp6sub,0,0.42857142857142855,0.7142857142857143
i33y,i23y,0,0.75,0.75
u0RHggs,UORHGGS,0,0.2857142857142857,0.8571428571428571
MP5A,Mp5A,0,0.75,1.0
mgtf,m0tf,0,0.75,0.75
T9f4x,94t,0,0.5,0.25
EkOkKq,FkOkKg,0,0.6666666666666666,0.6666666666666666
174CFY,774CE7,0,0.5,0.5
4MF5fgX,4MP58X,0,0.6153846153846154,0.6153846153846154
K5SfkR,$fkr,0,0.4,0.6
vWklI5,vW5vW5,0,0.5,0.5
FLfj,F4CJ,0,0.25,0.5
i3AMBwZR8,iAmOwZR8,0,0.7058823529411765,0.8235294117647058
8Z04,8z07,0,0.5,0.75
cQGv,CQG,0,0.5714285714285714,0.8571428571428571
6MMAWogLU,6M4NO0gIU,0,0.4444444444444444,0.5555555555555556
jKiDJ3,kKDi3,0,0.5454545454545454,0.5454545454545454
bbxZ,bbX^,0,0.5,0.75
8Z6EVZds,8age9Vs,0,0.4,0.5333333333333333
nNlBpxb6,n1BPPXv66,0,0.35294117647058826,0.5882352941176471
wh93,wh93,1,1.0,1.0
UB5A,UB5A,1,1.0,1.0
F9TI,aQT1,0,0.25,0.25
WN6HrVA,4N6Y7r4,0,0.42857142857142855,0.42857142857142855
KvP7LyIqt,kvo7ly9t,0,0.47058823529411764,0.7058823529411765
yaY0,y2y0,0,0.5,0.75
PQojbq32,s90j6932,0,0.375,0.375
AK7R,AKTIR,0,0.6666666666666666,0.6666666666666666
SnKY,S1K4,0,0.5,0.5
iDq2,iDo2,0,0.75,0.75
HArbk,HAr6k,0,0.8,0.8
lKHiQ14e8,khIqAa8,0,0.125,0.625
WkXNreB7l,WkXnreB7A,0,0.7777777777777778,0.8888888888888888
gACmTP,goAcmp,0,0.5,0.8333333333333334
9PJS,APS1,0,0.5,0.5
irMtPzBJ,jRMTtZBz,0,0.375,0.625
PaxTq,PAXTO3,0,0.36363636363636365,0.7272727272727273
vLgU,L19L,0,0.25,0.25
NGxy,NQXY,0,0.25,0.75
JDDE,JDDE,1,1.0,1.0
lW3W7,1w3w7,0,0.4,0.8
MedE9F,MDE9F,0,0.7272727272727273,0.9090909090909091
6L9Maje,dl9maje,0,0.5714285714285714,0.8571428571428571
HhToT,Hn6OT,0,0.4,0.6
TMRWR,TM4RNWWWTR,0,0.6666666666666666,0.6666666666666666
oJUcwdq0,ojcwad,0,0.5714285714285714,0.7142857142857143
F5vyX,A5L4K,0,0.2,0.2
OeFJhMUj,oewJMUJ,0,0.5333333333333333,0.8
TOSD,VCew000,0,0.0,0.0
D3Jr6,D3y16,0,0.6,0.6
gRFLUFg,8APFLVCF8,0,0.375,0.375
UgefBrN,UsefBrN,0,0.8571428571428571,0.8571428571428571
DZXZ,DZXE2,0,0.6666666666666666,0.6666666666666666
vyDz5,y0z75,0,0.6,0.6
8Js6Zb,JS192b,0,0.3333333333333333,0.5
K53E,K53BE,0,0.8888888888888888,0.8888888888888888
9ME6,9Me6,0,0.75,1.0
a2Qf,a2qf,0,0.75,1.0
ZNI9fRg,ZN19FR0a,0,0.5333333333333333,0.6666666666666666
JZdG,JZdG,1,1.0,1.0
71gM1BS,19m7Bs,0,0.3076923076923077,0.46153846153846156
yfyef,b17yEf,0,0.36363636363636365,0.5454545454545454
YwitW4l19V,Ywitw4/19l,0,0.7,0.8
F9lEm,Fg9Em,0,0.8,0.8
2qNXR,29NXR,0,0.8,0.8
TM63Gqf,TM63CQf,0,0.7142857142857143,0.8571428571428571
zwdtq7,xwdt91,0,0.5,0.5
ZV4SxS,ZLV4STS,0,0.7692307692307693,0.7692307692307693
n4iYjqXWb,4i4i9x4b,0,0.35294117647058826,0.47058823529411764
RXB3,PJ55,0,0.0,0.0
sWRVOo,SwrV00,0,0.16666666666666666,0.6666666666666666
TCFK,TCFK,1,1.0,1.0
KOBW,V6BPP1A3W,0,0.3076923076923077,0.3076923076923077
qCer,acer,0,0.5,0.75
yd4Q,vd4GQ,0,0.6666666666666666,0.6666666666666666
bNAW9suIx,bN4w9SU1K,0,0.3333333333333333,0.6666666666666666
DBdCH,DBDddH,0,0.7272727272727273,0.7272727272727273
J6JY,65N,0,0.2857142857142857,0.2857142857142857
YODD,VooPq,0,0.0,0.2222222222222222
x4at9yxPn,X4AT9N14PN,0,0.3157894736842105,0.7368421052631579
rEXKKZsL9,FXIS19,0,0.26666666666666666,0.4
XEmn,TeM9,0,0.0,0.5
Zw4Od3m,Zn4od3m,0,0.7142857142857143,0.8571428571428571
CyEjCO,CYEEiCO,0,0.6153846153846154,0.7692307692307693
WfyPsv,WJYPSV,0,0.3333333333333333,0.8333333333333334
33FF,3SPH,0,0.25,0.25
6tovV,6Z0LV,0,0.4,0.4
AXCplnQ,4XCALIBURNQ,0,0.3333333333333333,0.5555555555555556
1s4Go,15AGO,0,0.4,0.6
VqbNqw,v9bN6w,0,0.5,0.6666666666666666
1xUNEi7Z,XuMe1z,0,0.14285714285714285,0.5714285714285714
R2sIN7H,RSINVHH,0,0.5714285714285714,0.7142857142857143
8pxnY8k,80Xnlyk,0,0.42857142857142855,0.7142857142857143
kv5mmCF,k5mmCF,0,0.9230769230769231,0.9230769230769231
IpVTuPw,IPTUPZL,0,0.42857142857142855,0.7142857142857143
sL07e6,sL07e6,1,1.0,1.0
