Actual Solution,Predicted Solution,Result,Similarity,Similarity (Non Case-Sensitive)
YrBL,VBL,0,0.5714285714285714,0.5714285714285714
2sJXSb,2S4To,0,0.36363636363636365,0.36363636363636365
PuQuP,p0p0,0,0.0,0.4444444444444444
JORN,J0RN4H4PPL3,0,0.4,0.4
D9BmbI,D9Bmbl,0,0.8333333333333334,0.8333333333333334
Drtq,dRtq,0,0.5,1.0
UEN6,UEN6,1,1.0,1.0
c4sKBAeOT,C4SKBAeOT,0,0.7777777777777778,1.0
MCJG,nCJ5Gv2K8,0,0.46153846153846156,0.46153846153846156
hms16t68,hm$16t68,0,0.875,0.875
SXLdj,SxLOD,0,0.4,0.8
md9C,ad9C,0,0.75,0.75
zkTRf,ZXKTRF,0,0.36363636363636365,0.9090909090909091
tp93x,tP93X,0,0.6,1.0
h9IiYWBNh,h9lijYWBNh,0,0.8421052631578947,0.8421052631578947
D3Jr6,DJX6,0,0.6666666666666666,0.6666666666666666
gRFLUFg,gRFLCFg,0,0.8571428571428571,0.8571428571428571
UgefBrN,UgefBrN,1,1.0,1.0
DZXZ,D2XZ,0,0.75,0.75
vyDz5,yQZ5,0,0.4444444444444444,0.6666666666666666
8Js6Zb,JLb2z,0,0.36363636363636365,0.36363636363636365
9ME6,9mE6,0,0.75,1.0
K53E,K53E,1,1.0,1.0
ZNI9fRg,ZN19fR09,0,0.6666666666666666,0.6666666666666666
JZdG,j7dG,0,0.5,0.75
71gM1BS,a9M7bS,0,0.3076923076923077,0.46153846153846156
yfyef,wryef,0,0.6,0.6
YwitW4l19V,ywItW4119V,0,0.7,0.9
2qNXR,2qNxR,0,0.8,1.0
F9lEm,F91Em,0,0.8,0.8
TM63Gqf,TM63GAf,0,0.8571428571428571,0.8571428571428571
zwdtq7,zudt91,0,0.5,0.5
ZV4SxS,Zv4sks,0,0.3333333333333333,0.8333333333333334
RXB3,RX8020,0,0.4,0.4
n4iYjqXWb,n4ujqXWV,0,0.7058823529411765,0.7058823529411765
sWRVOo,SWRVOO,0,0.6666666666666666,1.0
TCFK,TCFKlogo1234,0,0.5,0.5
qCer,Axer4,0,0.4444444444444444,0.4444444444444444
KOBW,V33Rb2005,0,0.0,0.15384615384615385
yd4Q,v_GdQ,0,0.4444444444444444,0.4444444444444444
bNAW9suIx,bNAw9suix,0,0.7777777777777778,1.0
DBdCH,DB6cH,0,0.6,0.8
J6JY,J057KV,0,0.2,0.2
x4at9yxPn,X7A0YXPN,0,0.11764705882352941,0.7058823529411765
YODD,AB56yK73z91Q4e5R6,0,0.0,0.09523809523809523
rEXKKZsL9,kS9L,0,0.15384615384615385,0.46153846153846156
XEmn,XEmm,0,0.75,0.75
