Actual Solution,Predicted Solution,Result,Similarity,Similarity (Non Case-Sensitive)
OiC5u3Ka,OiC5uz3ka,0,0.8235294117647058,0.9411764705882353
ENC78,NC78,0,0.8888888888888888,0.8888888888888888
yIy2FAJFiv,2FAJFiv,0,0.8235294117647058,0.8235294117647058
H8VA,H8VA,1,1.0,1.0
BYVM,BYVM,1,1.0,1.0
Vl3E,V13E,0,0.75,0.75
yzRN8,ZRN8,0,0.6666666666666666,0.8888888888888888
ejh5m,e9nsm7,0,0.36363636363636365,0.36363636363636365
83ykZ5YqUB,83yKZ5YqUB,0,0.9,1.0
RT6T,RT6T,1,1.0,1.0
hybu,hybu,1,1.0,1.0
nZafmVaRH,wZamkaRH,0,0.7058823529411765,0.7058823529411765
X5ZK,x5ZK,0,0.75,1.0
H1QPwjjJ,HVQPWNjjJ,0,0.7058823529411765,0.8235294117647058
2yqaZI,2y9a1,0,0.5454545454545454,0.5454545454545454
BQgptvK,BQgpXVk,0,0.5714285714285714,0.8571428571428571
Wmts,WmtS,0,0.75,1.0
UHHQ,vHHq,0,0.5,0.75
VRATH,NRATH,0,0.8,0.8
nYxu5,WyxU5,0,0.4,0.8
duHlxe,DuHLXe,0,0.5,1.0
hTzIdfgdOJ,hmvkgdOJ,0,0.5555555555555556,0.5555555555555556
JNRY,JNRY,1,1.0,1.0
kY53,Ky53,0,0.5,1.0
ZOlE,lQE,0,0.5714285714285714,0.5714285714285714
CFE3,CFEB3,0,0.8888888888888888,0.8888888888888888
Z6rXzu,z6rxu,0,0.5454545454545454,0.9090909090909091
Lq5bS,La5bs,0,0.6,0.8
wftaC,wjtac,0,0.6,0.8
SQTV,vJ3D,0,0.0,0.25
3ARrycl,3Arc,0,0.7272727272727273,0.7272727272727273
hznQ2F,hzxQ2F,0,0.8333333333333334,0.8333333333333334
5VN4,5VN4,1,1.0,1.0
Yh9oCB,Yn90CB,0,0.6666666666666666,0.6666666666666666
BrniC,BxMnic,0,0.5454545454545454,0.7272727272727273
85AH,85AH,1,1.0,1.0
i2hUbvyxR,i24UbVvR,0,0.7058823529411765,0.7058823529411765
LLNab,LNab,0,0.8888888888888888,0.8888888888888888
PgJ2,pgj2,0,0.5,1.0
wtkav2vv2,wtkav2vV,0,0.8235294117647058,0.9411764705882353
xFRiumdcZ,RiUmcZ,0,0.6666666666666666,0.8
CZ7VY,CZXY,0,0.6666666666666666,0.6666666666666666
Azf8Z,A7f8Z,0,0.8,0.8
Fahxvt,F2ahxVk,0,0.6153846153846154,0.7692307692307693
SdWI51J,sdW5J,0,0.6666666666666666,0.8333333333333334
SYozvl5xO,Sy0ZV5KO,0,0.35294117647058826,0.7058823529411765
MNYM,N2MN7M,0,0.6,0.6
UD5V,UD5V,1,1.0,1.0
mVfN,MIVAN,0,0.4444444444444444,0.6666666666666666
rC5dAVFQ,rC5qYANFQ,0,0.7058823529411765,0.7058823529411765
YCRO,XG2LO,0,0.2222222222222222,0.2222222222222222
7G7AE,7G7AE,1,1.0,1.0
3GEPQF2,"3GFPO,M2",0,0.5333333333333333,0.5333333333333333
UNy8JIpw8,UNr8JpW8,0,0.7058823529411765,0.8235294117647058
Hs4x39,HS4x39,0,0.8333333333333334,1.0
