Actual Solution,Predicted Solution,Result,Similarity,Similarity (Non Case-Sensitive)
5Vkim,5N1km,0,0.6,0.6
WCTKzRA00,MCTK3RA00,0,0.7777777777777778,0.7777777777777778
NYA5,NYA5,1,1.0,1.0
Y7IMUKb,V7MUK6,0,0.6153846153846154,0.6153846153846154
bnphWN,b9nPhWnN,0,0.7142857142857143,0.8571428571428571
3s3Pk,3S3pK4,0,0.36363636363636365,0.9090909090909091
s48oL,S4p80L,0,0.5454545454545454,0.7272727272727273
bmdSbFJr,Y0m9sbifT,0,0.11764705882352941,0.47058823529411764
AWN5,AW6C3J8K,0,0.3333333333333333,0.3333333333333333
2beGxwW,2bGxXwN,0,0.7142857142857143,0.7142857142857143
XBEZ,xBEZ,0,0.75,1.0
v3sbdKF,VQ3BD4F,0,0.2857142857142857,0.7142857142857143
SVQr,5NQ8,0,0.25,0.25
Duarud,DUA62Ud,0,0.3076923076923077,0.7692307692307693
XrLB9KJzC,Xr18gkJC,0,0.47058823529411764,0.5882352941176471
T0S599r,T0S599f,0,0.8571428571428571,0.8571428571428571
qbIDEDCR,9bDEDCR,0,0.8,0.8
5dRn,5dRn,1,1.0,1.0
FocS,FOC5,0,0.25,0.75
4BiNGBca,48NgBc,0,0.5714285714285714,0.7142857142857143
Pwxw,P7XkN,0,0.2222222222222222,0.4444444444444444
uYCdVt8Gy,UvCdvNz8GY,0,0.42105263157894735,0.7368421052631579
jTI4L9foB,i7TvL4Y9fQB,0,0.5,0.5
f9aXg3G,fgaxg3G,0,0.7142857142857143,0.8571428571428571
J6XSE,6x5E,0,0.4444444444444444,0.6666666666666666
ZPnMK,LQFmK7x2J6,0,0.13333333333333333,0.26666666666666666
PsXpFu,p5xk9w,0,0.16666666666666666,0.3333333333333333
80IcPwC,80ICPWC,0,0.7142857142857143,1.0
HEKP,a3E4P,0,0.4444444444444444,0.4444444444444444
XzWxU42HL,X=w^U42HL,0,0.6666666666666666,0.7777777777777778
Ff0B,Yf0B,0,0.75,0.75
La4JHmGr,K84JmGr,0,0.6666666666666666,0.6666666666666666
i3OltY,i30/tk1,0,0.46153846153846156,0.46153846153846156
vQR4qoNN,L0R4O1N,0,0.4,0.5333333333333333
42UK,42uK,0,0.75,1.0
m5nq7,m5Ng9I,0,0.36363636363636365,0.5454545454545454
8wcH,8wCH,0,0.75,1.0
YFYN,YFYA4,0,0.6666666666666666,0.6666666666666666
fBGW,1BcW4,0,0.4444444444444444,0.4444444444444444
Ga4hm,Ga4Jm,0,0.8,0.8
HsmpK,g5MpK4,0,0.36363636363636365,0.5454545454545454
lSZj,rZj,0,0.5714285714285714,0.5714285714285714
MFSN,M4C54?2C,0,0.16666666666666666,0.16666666666666666
qr4BN,aR4BN,0,0.6,0.8
R5rvh,R5JvB,0,0.6,0.6
MAES,IVAA5,0,0.2222222222222222,0.2222222222222222
6SicwqQ,b5LW9Q,0,0.15384615384615385,0.3076923076923077
gDsKb,GDSkB,0,0.2,1.0
nxwzC,nTwZc,0,0.4,0.8
ARNS,4RNS,0,0.75,0.75
ytnHDwE,y7zHDwq,0,0.5714285714285714,0.5714285714285714
3quX9fF3E2,3q4%fF3R,0,0.5555555555555556,0.5555555555555556
6D2DtFY,6Dd9t4Y,0,0.5714285714285714,0.7142857142857143
GYR5,G7B5,0,0.5,0.5
6EHF,b6HF,0,0.75,0.75
RcU8J,RcU09,0,0.6,0.6
NCCRV,NCR4V,0,0.8,0.8
KDMH,KDMN,0,0.75,0.75
2eI8adfIZ,2K18aAf71,0,0.4444444444444444,0.4444444444444444
CVSS,CVsS,0,0.75,1.0
y6c4oZ,Y6c4Oz,0,0.5,1.0
FRYWFHr,RyZH2,0,0.3333333333333333,0.5
HXK4,HxKA4,0,0.6666666666666666,0.8888888888888888
JGSQ,JgD,0,0.2857142857142857,0.5714285714285714
MPAM,MPAM,1,1.0,1.0
GRFUBtjY,6RFU8FY,0,0.5333333333333333,0.5333333333333333
cTs80B4,c7S8B4,0,0.6153846153846154,0.7692307692307693
SM55,SM55,1,1.0,1.0
uzOrRg,uZ0Rg,0,0.5454545454545454,0.7272727272727273
brvSn6,bXVn6,0,0.5454545454545454,0.7272727272727273
Ayx8rzrM,AX8rZ1M,0,0.5333333333333333,0.8
XYNg,X7NG,0,0.5,0.75
CZnvklqZif,CvvV1qZif,0,0.631578947368421,0.631578947368421
SZQP,5rQP,0,0.5,0.5
NctrQ,Nc7fQ,0,0.6,0.6
AzFa7,AzZd,0,0.4444444444444444,0.4444444444444444
614FGSK,6zAfGSK,0,0.5714285714285714,0.7142857142857143
V9o0h,v900h,0,0.6,0.8
C44Y,Ca9Y,0,0.5,0.5
3NZCg,3NZC8,0,0.8,0.8
VDJG,V9sT6G,0,0.4,0.4
5uWv9WLdm,5uN9VLm,0,0.625,0.625
13E4,1E4,0,0.8571428571428571,0.8571428571428571
9ACP,9aCP,0,0.75,1.0
fKa3D5,kA3D5,0,0.5454545454545454,0.9090909090909091
XzTZ,XzTZ,1,1.0,1.0
OrFvBpK,0RFBBPM,0,0.2857142857142857,0.5714285714285714
aCHZ,aCHz,0,0.75,1.0
twyiobX,8z)iQ%X,0,0.2857142857142857,0.2857142857142857
YegOxieih,Yeg4xe^,0,0.625,0.625
Kz3YtMNvvX,K23YMNVbR,0,0.5263157894736842,0.631578947368421
F55DE,F5DE,0,0.8888888888888888,0.8888888888888888
PPTCq8hPy,pP7-cb8zP',0,0.21052631578947367,0.5263157894736842
Iq9NWcT,a9vWCT,0,0.46153846153846156,0.6153846153846154
VqLFrMkD,VALrAMKO,0,0.5,0.625
VTFC,VT1FC,0,0.8888888888888888,0.8888888888888888
4TJ3,4T3B,0,0.75,0.75
W87HU,YB87HU,0,0.7272727272727273,0.7272727272727273
DZ53IZX,D-a531x,0,0.42857142857142855,0.5714285714285714
4JCP,4JqP,0,0.75,0.75
0dmAJv,OdMA1v,0,0.5,0.6666666666666666
0xOd1cD,0x0D1C9,0,0.42857142857142855,0.7142857142857143
OLD0Ss,0PQsS,0,0.36363636363636365,0.5454545454545454
0oJKO,ooJK0,0,0.6,0.6
ZDUSpG,eDUSg,0,0.5454545454545454,0.7272727272727273
TErL,T3sL,0,0.5,0.5
O38lV3,O3V3,0,0.8,0.8
ZDTT,ZDT,0,0.8571428571428571,0.8571428571428571
9MKzUhm,9MkZvpm,0,0.42857142857142855,0.7142857142857143
kZKj2DkIER,AK2DvEr,0,0.47058823529411764,0.5882352941176471
PTKW,PTkWf007,0,0.5,0.6666666666666666
KuLisQ,KuLiSQ,0,0.8333333333333334,1.0
sS46FX,S94oFk,0,0.5,0.5
C6HF,C0d3-F,0,0.4,0.4
qfww,aJWZz,0,0.0,0.2222222222222222
yFHJqzXd,yF#JaZ%d,0,0.5,0.625
d1YiR3J,d/\NiR3j,0,0.5333333333333333,0.6666666666666666
XscGBW,kSC8W,0,0.18181818181818182,0.5454545454545454
BJEA,BFA,0,0.5714285714285714,0.5714285714285714
fA0fIHfN,fAO7HHf2,0,0.5,0.5
fdPCu,f4pCu,0,0.6,0.8
HTV17bjRe,H7L1vojRE,0,0.4444444444444444,0.5555555555555556
3Ei2FWxB,3Ei2FWXB,0,0.875,1.0
ksfic6M,zSriC6M,0,0.42857142857142855,0.7142857142857143
yXVDSW,YxN0SW,0,0.3333333333333333,0.6666666666666666
2444,Z4q4,0,0.5,0.5
SYE7,SJE7,0,0.75,0.75
1mGAp,YmGAP,0,0.6,0.8
kgkQf8s1,R0KO_x8S1,0,0.23529411764705882,0.47058823529411764
j4jIYAb,AjYAb,0,0.6666666666666666,0.6666666666666666
vqkJp,L9kVp,0,0.4,0.4
X85J,X85J,1,1.0,1.0
tEM2tK3,t9Ztb,0,0.3333333333333333,0.3333333333333333
HdSFfeDk,HdSf4CDK,0,0.625,0.75
7SWEb,7S8wEb,0,0.7272727272727273,0.9090909090909091
EU5T,EJ5T,0,0.75,0.75
VPJW,A3tN5007,0,0.0,0.0
ofgGER0,0fGgER0,0,0.7142857142857143,0.8571428571428571
US8A,KNFY,0,0.0,0.0
5BXW,gBxW7,0,0.4444444444444444,0.6666666666666666
vzDqIAvpe,V3q1ANe,0,0.375,0.5
NGAOdLq,NG4odLq,0,0.7142857142857143,0.8571428571428571
0r0M,0r6M,0,0.75,0.75
DClHH3MTn,DCI7H3MT1,0,0.6666666666666666,0.6666666666666666
02stJP,0eSTJ7P,0,0.46153846153846156,0.7692307692307693
pHay8,p#aY8,0,0.6,0.8
YJ74,YV7A,0,0.5,0.5
OUMvOYoi,OUMKOYO8,0,0.625,0.75
8BtmLGOI,9BmLG0l,0,0.5333333333333333,0.5333333333333333
jW9arI,Jz9AR1,0,0.16666666666666666,0.6666666666666666
qkQ43yybL6,9kQf3Yd6,0,0.4444444444444444,0.5555555555555556
TKCV,TKCV=,0,0.8888888888888888,0.8888888888888888
RVMB,rV1mB,0,0.4444444444444444,0.8888888888888888
HF83,HF83,1,1.0,1.0
WkkMPZG,WkLmPZ9,0,0.5714285714285714,0.7142857142857143
cZZg3YjC,Cz1285jAc,0,0.11764705882352941,0.47058823529411764
ATvf,N7Vf,0,0.25,0.5
6sfgxL3J9o,6S*9Xb3gO,0,0.21052631578947367,0.42105263157894735
P8f2,p8fJ2,0,0.6666666666666666,0.8888888888888888
gie6YF3C,9iV6VF3C,0,0.625,0.625
uHAdD368mp,u7AdD3g6nQ,0,0.6,0.6
DUNA,DWA4,0,0.5,0.5
nvbM,NBM83M,0,0.2,0.6
4kazz,Ak4L7e,0,0.18181818181818182,0.18181818181818182
xAQxCrivO,xAQxCrXP,0,0.7058823529411765,0.7058823529411765
T8HY2,r8HY2,0,0.8,0.8
31E46,31E46,1,1.0,1.0
Oa5Hb,9ASHB,0,0.2,0.6
4UKH,4uKH,0,0.75,1.0
dy61O,Dv6lo,0,0.2,0.6
LcCuhd7b,LcCWhd76,0,0.75,0.75
mLf94S,mLj95s,0,0.5,0.6666666666666666
5EJP,5Fj9,0,0.25,0.5
X20goK,X20g0K,0,0.8333333333333334,0.8333333333333334
xJo7,rj0>,0,0.0,0.25
hhBKU,6h8kTU,0,0.36363636363636365,0.5454545454545454
MVAT,MIV47,0,0.4444444444444444,0.4444444444444444
rUhlx,rUh1X,0,0.6,0.8
Ijkcc,1N*CC,0,0.0,0.4
5hxuhvjk,5hXuVvk,0,0.6666666666666666,0.8
4LTSY,4LTSY,1,1.0,1.0
5SYM,5SYM,1,1.0,1.0
crkPPdw,Cr1PpDyW,0,0.26666666666666666,0.8
C3GM,C3dM,0,0.75,0.75
AWTS,AWTS,1,1.0,1.0
KqM26,K9M26,0,0.8,0.8
LOKV,L9gXEb8vH,0,0.15384615384615385,0.3076923076923077
