Actual Solution,Predicted Solution,Result,Similarity,Similarity (Non Case-Sensitive)
BAx9M,BAX9M,0,0.8,1.0
ewYws,ewkNS,0,0.4,0.6
NENa,NENa,1,1.0,1.0
6MgaPN,6M8apN,0,0.6666666666666666,0.8333333333333334
vbBP,VbbP,0,0.5,1.0
I1uLOLgsxW,I7LQgsSxW,0,0.631578947368421,0.631578947368421
3X0614kmBM,3X064kNBM,0,0.8421052631578947,0.8421052631578947
DYFFwEyi,DYFFWEYI,0,0.625,1.0
R484,R484,1,1.0,1.0
bw9k,bW9t,0,0.5,0.75
CRFHefHK,CRyefHK,0,0.8,0.8
YBT0,YBTo,0,0.75,0.75
RlYeBFFRs,R1YeBFRS,0,0.7058823529411765,0.8235294117647058
NKCpknq,zKCpkn9,0,0.7142857142857143,0.7142857142857143
FeGZw9,FeCGZw9,0,0.9230769230769231,0.9230769230769231
2yXSzv,2kSzV,0,0.5454545454545454,0.7272727272727273
tAAsfosO,tAAs7aSO,0,0.625,0.75
H5MZ,H5Mz,0,0.75,1.0
poJ5tyY,pOj5tY,0,0.6153846153846154,0.9230769230769231
BN7G,BNTG,0,0.75,0.75
QncrV,qncV,0,0.6666666666666666,0.8888888888888888
tjZDd,XiZjDd,0,0.5454545454545454,0.5454545454545454
68RF,68bRF,0,0.8888888888888888,0.8888888888888888
e191,791,0,0.5714285714285714,0.5714285714285714
azXq2f6g,aZk2k6g8,0,0.5,0.625
aerPQ,aepO,0,0.4444444444444444,0.6666666666666666
Fv7tU1c,FvNUC,0,0.5,0.6666666666666666
8AX4,8AX4,1,1.0,1.0
nmsv4FU6,nmSw4FU6,0,0.75,0.875
WQiDN6r,wQisN6r,0,0.7142857142857143,0.8571428571428571
lNrArUVq,lNAroq,0,0.7142857142857143,0.7142857142857143
1Khp8TSG,kHp87SG,0,0.5333333333333333,0.8
is7ZE,iSzE,0,0.4444444444444444,0.8888888888888888
myV3Ce,MYV3CE,0,0.5,1.0
Xfc3qNq6Ty,C3QnQ6Ty,0,0.4444444444444444,0.8888888888888888
iTu1vVENu,tiuNVEu,0,0.625,0.625
KMIC,7aWL7,0,0.0,0.0
qsUdl,qSUdl,0,0.8,1.0
8TSm2nd,8Ysm2nd,0,0.7142857142857143,0.8571428571428571
GkmBfGj,GkmxGj,0,0.7692307692307693,0.7692307692307693
CfGFWAeS,fGFWes,0,0.7142857142857143,0.8571428571428571
ZSVX,ZSVx,0,0.75,1.0
xbsr,xBSR,0,0.25,1.0
Ir6bFE0,IR6bFEo,0,0.7142857142857143,0.8571428571428571
ddn5K,qdAn5k,0,0.5454545454545454,0.7272727272727273
f8av,kpKV,0,0.0,0.25
SWWB,SWNB,0,0.75,0.75
