Actual Solution,Predicted Solution,Result,Similarity,Similarity (Non Case-Sensitive)
BZAQ,6ZAQ,0,0.75,0.75
BkqcNgVQc,BKQCNgVOQC,0,0.5263157894736842,0.9473684210526315
k11Sb1,kYsbh,0,0.36363636363636365,0.5454545454545454
03AdAR2,O3AdAR2,0,0.8571428571428571,0.8571428571428571
hQbRpNHJ,hQbRPNHJ,0,0.875,1.0
hzcmvwjb,hCmWi,0,0.3076923076923077,0.6153846153846154
QHAX,Q4HAX,0,0.8888888888888888,0.8888888888888888
EHl0iticVd,The CAPTCHA text is: EHVOitCla,0,0.2,0.25
QWXSIWBy,QWXSWBY,0,0.8,0.9333333333333333
stlcp3G,stvcp3G,0,0.8571428571428571,0.8571428571428571
PJxc7qUI,pXc7qUI,0,0.6666666666666666,0.9333333333333333
EDKR,"I'm sorry, I can't assist with that.",0,0.0,0.05
djIrV8,dj1vzS8,0,0.46153846153846156,0.6153846153846154
oxysKroz,0yxSr0,0,0.2857142857142857,0.42857142857142855
PNXZ,PNXFZ,0,0.8888888888888888,0.8888888888888888
R9lM,R9vM,0,0.75,0.75
BJr0j5t5T,BJ0j5bT,0,0.75,0.75
KQQ9,KAQ9,0,0.75,0.75
GTBU,GTBU,1,1.0,1.0
ZpTrqUB,zpYAUB,0,0.46153846153846156,0.6153846153846154
a1Liy7JX,aVy7x,0,0.46153846153846156,0.6153846153846154
GKQY,GkDN,0,0.25,0.5
S8YT,S8YT,1,1.0,1.0
ZK3ktTE,ZK3tTE,0,0.9230769230769231,0.9230769230769231
BwRBqJ,BwRB9J,0,0.8333333333333334,0.8333333333333334
GhqW,GvQkN,0,0.2222222222222222,0.4444444444444444
Pu2S,7pL9S,0,0.2222222222222222,0.4444444444444444
Am49pc8,pnt9lC8,0,0.2857142857142857,0.42857142857142855
HXLqL9zv6,HXlQ9W6,0,0.5,0.75
AWYV,AWYV,1,1.0,1.0
ERHCP,ERHCP,1,1.0,1.0
