Actual Solution,Predicted Solution,Result,Similarity,Similarity (Non Case-Sensitive)
9NeBTyQ,9NEBTVQ,0,0.7142857142857143,0.8571428571428571
MaQ0Xt,maQ0+t,0,0.6666666666666666,0.8333333333333334
45AT,45AT,1,1.0,1.0
qFb4od,qFb40d,0,0.8333333333333334,0.8333333333333334
MXtT1jtEG,MattjitEG,0,0.6666666666666666,0.7777777777777778
oKY0M3wpK,OK0M3ZPK,0,0.5882352941176471,0.8235294117647058
5tI1,5m,0,0.3333333333333333,0.3333333333333333
SENVK,SwRqcm,0,0.18181818181818182,0.18181818181818182
ZIgv,7gn,0,0.2857142857142857,0.2857142857142857
Y317,Y317,1,1.0,1.0
7GAM,7GAM,1,1.0,1.0
1SiHGF2WM,1S!HGK2WM,0,0.7777777777777778,0.7777777777777778
PLdSVZ,Rdsvz,0,0.18181818181818182,0.7272727272727273
FXTG,Ktg3,0,0.0,0.5
a85o,a850,0,0.75,0.75
HG6Q,H6CQ,0,0.75,0.75
9w1aHhl,9w1AHM,0,0.6153846153846154,0.7692307692307693
6QDM,5QDM,0,0.75,0.75
QOGsKRqI,DOGSRQI,0,0.5333333333333333,0.8
QWRV,Amble,0,0.0,0.0
99VD,99VD,1,1.0,1.0
djKYv3jGW,djKYV3jGW,0,0.8888888888888888,1.0
a3HtWeOt,abHtweot,0,0.625,0.875
CYPSY,CYRSY,0,0.8,0.8
VUEsz,VUESZ,0,0.6,1.0
0F6EfGs,OF6EfGS,0,0.7142857142857143,0.8571428571428571
YCLQ,hFjQ,0,0.25,0.25
zJxFdBg,JxFdBg,0,0.9230769230769231,0.9230769230769231
GXvqkiVB,GXVakiVB,0,0.75,0.875
gcGLooxS,sC&Oo7s,0,0.13333333333333333,0.5333333333333333
I7vv,I7WV,0,0.5,0.75
1U8FY,1U8Y,0,0.8888888888888888,0.8888888888888888
GXPOz,GXrP0Z,0,0.5454545454545454,0.7272727272727273
g3dlPeKC,3pCKC,0,0.46153846153846156,0.6153846153846154
nyAJ,nVaj,0,0.25,0.75
Kc5e,Kc5E,0,0.75,1.0
Wah4j,w4h4j,0,0.6,0.8
DNPB,DNPE,0,0.75,0.75
icxZiUo,iCxziVuO,0,0.4,0.9333333333333333
1yd4O,1/dA0,0,0.4,0.4
6mor,6mOr,0,0.75,1.0
4PME,BNE5,0,0.25,0.25
AR6N,AR6N,1,1.0,1.0
JjAT,JjAT,1,1.0,1.0
SO1r,S01V,0,0.5,0.5
xct0,XCt0,0,0.5,1.0
HJWU,HlMS,0,0.25,0.25
qe9kb6Ss,aEg9b6ss,0,0.5,0.75
kR3SVWd,KRsVED,0,0.3076923076923077,0.7692307692307693
fR5x,fR5x,1,1.0,1.0
NM5J,DW55,0,0.25,0.25
Yplkz,m0kz,0,0.4444444444444444,0.4444444444444444
UtWd20XC,UW020C,0,0.7142857142857143,0.7142857142857143
T9GPG,T9CRJ,0,0.4,0.4
63M5,63M5,1,1.0,1.0
8h13,g8nb3,0,0.4444444444444444,0.4444444444444444
Tta7p,Tta7p,1,1.0,1.0
XvBRi0W,XVBRJIOW,0,0.5333333333333333,0.8
Qa5e8,p4se8,0,0.4,0.4
WCw0,WCW0,0,0.75,1.0
1iqnK,liqK,0,0.6666666666666666,0.6666666666666666
NTMY,NTMY,1,1.0,1.0
6CuIfoJI,ouirfqj,0,0.26666666666666666,0.5333333333333333
IcnP8ZHN3,IGWp8ZHN3,0,0.6666666666666666,0.7777777777777778
l82rQLx,/82rQL,0,0.7692307692307693,0.7692307692307693
NT5I8,K75P8,0,0.4,0.4
O2qd,O29d,0,0.75,0.75
7y6Gx,7V6GX,0,0.6,0.8
toV80,tOV80,0,0.8,1.0
WJpfeW3,WjpfeW3,0,0.8571428571428571,1.0
YUE8OM,YU3B0M,0,0.5,0.5
wSIemQ,wslEq,0,0.18181818181818182,0.7272727272727273
SIC4dE,SiCAL3,0,0.3333333333333333,0.5
RQGP4,RQGP4,1,1.0,1.0
mPM9VYw,mPmQVYw,0,0.7142857142857143,0.8571428571428571
