Actual Solution,Predicted Solution,Result,Similarity,Similarity (Non Case-Sensitive)
u7IzxB27,u71hx321,0,0.5,0.5
EWEGWy,EWEG5,0,0.7272727272727273,0.7272727272727273
1iqnK,iqK,0,0.75,0.75
NTMY,NTMY,1,1.0,1.0
6CuIfoJI,F04r n0j,0,0.0,0.25
IcnP8ZHN3,ICMP8Z+N3,0,0.6666666666666666,0.7777777777777778
l82rQLx,1821qL,0,0.46153846153846156,0.6153846153846154
O2qd,o2qd,0,0.75,1.0
7y6Gx,ZQBX,0,0.0,0.2222222222222222
toV80,tov80,0,0.8,1.0
NT5I8,NT5IP8,0,0.9090909090909091,0.9090909090909091
wSIemQ,wSlemq,0,0.6666666666666666,0.8333333333333334
SIC4dE,SIC4E,0,0.9090909090909091,0.9090909090909091
YUE8OM,YUE8OM,1,1.0,1.0
RQGP4,RQGPA4,0,0.9090909090909091,0.9090909090909091
Q6hYSrV,a64ysW,0,0.15384615384615385,0.46153846153846156
sNeDn4,SNeDr,0,0.5454545454545454,0.7272727272727273
WJpfeW3,WpfeW3,0,0.9230769230769231,0.9230769230769231
N4UTX,NAUX,0,0.6666666666666666,0.6666666666666666
tlxugCp,14lgcp,0,0.46153846153846156,0.6153846153846154
3RX7,3k7,0,0.5714285714285714,0.5714285714285714
j4BYX3a,ABX3a,0,0.6666666666666666,0.6666666666666666
mPM9VYw,mp9vyw,0,0.46153846153846156,0.9230769230769231
BREV,BREV,1,1.0,1.0
jXyyBvF,B6V,0,0.2,0.4
kavo9kmz,aVogkmz,0,0.6666666666666666,0.8
s9QLJFiBH,S90V1FiBH,0,0.5555555555555556,0.6666666666666666
AQH2,AQH2,1,1.0,1.0
iXm38Z,iAm38Z,0,0.8333333333333334,0.8333333333333334
r029WRONt,roowroot,0,0.23529411764705882,0.5882352941176471
yaJQ,y2q0,0,0.25,0.5
CA56,CA56,1,1.0,1.0
ONlB1wQ,ONLBIWQ,0,0.5714285714285714,0.8571428571428571
MVNY,1234567890,0,0.0,0.0
z9Yk,Z9Yk,0,0.75,1.0
QCHbsq,qCHbSa,0,0.5,0.8333333333333334
gBlQEs,PSQES,0,0.36363636363636365,0.5454545454545454
EqcNMkrtD,EPCYMKWD,0,0.35294117647058826,0.5882352941176471
Te1wlFjO,TeMFO,0,0.6153846153846154,0.6153846153846154
gqd64yVj1,a64yv1,0,0.5333333333333333,0.6666666666666666
JL2Jx8,JL2Jx8,1,1.0,1.0
UVEA,1234567890,0,0.0,0.0
YMBC,YMEC,0,0.75,0.75
WMYD,MNVD,0,0.5,0.5
NFZY,NFZY,1,1.0,1.0
FhOFwgz,fW0FwgZ,0,0.42857142857142855,0.7142857142857143
hMr465k,wM65k,0,0.6666666666666666,0.6666666666666666
WJQY,t3jy,0,0.0,0.5
Rlhlu,Rhu,0,0.75,0.75
TKUYJu,KUJU,0,0.6,0.8
4tjE,4tE,0,0.8571428571428571,0.8571428571428571
3GLwASnR,3GLwAsnR,0,0.875,1.0
mKaWdDIE,mykawddie,0,0.35294117647058826,0.9411764705882353
IiOw2X,I0w2x,0,0.5454545454545454,0.7272727272727273
s2hMBlQe,s2hM8Qe,0,0.8,0.8
SCpi6oX,scipiox,0,0.42857142857142855,0.8571428571428571
aslZ6,asiz6,0,0.6,0.8
nJe6cth3,meoctw,0,0.42857142857142855,0.42857142857142855
Ib1OL9wm0,1B10880,0,0.25,0.375
a1Yope,alx2e,0,0.36363636363636365,0.36363636363636365
KsmCS057j,ksmcS051,0,0.5882352941176471,0.8235294117647058
M9AV,M9AV,1,1.0,1.0
wM6Q,WM6Q,0,0.75,1.0
tTDj,tTDj,1,1.0,1.0
D0HTZC,DOTZC,0,0.7272727272727273,0.7272727272727273
SKkTE4q1,SKk7E49,0,0.6666666666666666,0.6666666666666666
8ykKt,8kkt,0,0.6666666666666666,0.8888888888888888
N25M,N25M,1,1.0,1.0
BO4Or4da,b0404d,0,0.42857142857142855,0.5714285714285714
Dbz56d6d,dbz6d6d,0,0.8,0.9333333333333333
eONr,eONr,1,1.0,1.0
ToKe834,ToG834,0,0.7692307692307693,0.7692307692307693
gI1KqS,gVKqs,0,0.5454545454545454,0.7272727272727273
iWobQsUilx,iWbpsulx,0,0.6666666666666666,0.7777777777777778
mme42a,mmeDaa,0,0.6666666666666666,0.6666666666666666
Xdq0J,xPbJ,0,0.2222222222222222,0.4444444444444444
K5V3,K5V3,1,1.0,1.0
Ks2nY7TlF,hs2nvtf,0,0.375,0.625
WUU0Gwi,wU0Gni,0,0.6153846153846154,0.7692307692307693
6CCE,6CCE,1,1.0,1.0
eISe,eSe,0,0.8571428571428571,0.8571428571428571
BurA,BuRA,0,0.75,1.0
78uv,184v,0,0.5,0.5
ZIVOok,Z1v00k,0,0.3333333333333333,0.5
BQ2d4Tw16,BQ2d4TN16,0,0.8888888888888888,0.8888888888888888
JLKC,1IKC,0,0.5,0.5
3XRnZ,CAPTCHA text: 3p4z,0,0.08695652173913043,0.17391304347826086
dgbYhFdZD,8WfDzQ,0,0.13333333333333333,0.4
JNe6s,Jve6s,0,0.8,0.8
GZ7s,GZ7s,1,1.0,1.0
6PYXX,6pxt,0,0.2222222222222222,0.6666666666666666
qbKLWbdpI,1234567890,0,0.0,0.0
8P8B,4k3,0,0.0,0.0
B0Y9SnG2ps,Boysngaps,0,0.42105263157894735,0.7368421052631579
RZTP,RZTP,1,1.0,1.0
f7jV9xXA,7y9s+A,0,0.42857142857142855,0.42857142857142855
8v9OWrgY,8v0ryg,0,0.5714285714285714,0.5714285714285714
9MV4MoI,9mv4moi,0,0.42857142857142855,1.0
IWKa,wa,0,0.3333333333333333,0.6666666666666666
1Otfmotv,dimonv,0,0.42857142857142855,0.42857142857142855
rENR,RENP,0,0.5,0.75
H2P7,0p7,0,0.2857142857142857,0.5714285714285714
FRGH,KROH,0,0.5,0.5
UWy8wE,UWJ8we,0,0.6666666666666666,0.8333333333333334
Lz0NeV,IzonEv,0,0.16666666666666666,0.6666666666666666
GJ6OX,GJ60X,0,0.8,0.8
QEF5,QEF5,1,1.0,1.0
rSbD2,rSbd2,0,0.8,1.0
FKzAOwC,FXZAWC,0,0.46153846153846156,0.7692307692307693
NKDG,NXPQ,0,0.25,0.25
CNlnczX,Cncvx,0,0.5,0.6666666666666666
IIBL,AB2002,0,0.2,0.2
NEPHjWCA6,NephInCA6,0,0.4444444444444444,0.7777777777777778
CERI,CER,0,0.8571428571428571,0.8571428571428571
D3YBa,D3YBA,0,0.8,1.0
TxUwufSyZ,tumfSy,0,0.5333333333333333,0.6666666666666666
UhLcPnT,uNc0nt,0,0.3076923076923077,0.6153846153846154
e81Yi2,e81k12,0,0.6666666666666666,0.6666666666666666
X9NSh,1h4,0,0.25,0.25
BYYr,BYW,0,0.5714285714285714,0.5714285714285714
SUBILP,SUBLP,0,0.9090909090909091,0.9090909090909091
Va5pu,va5pu,0,0.8,1.0
0vzPwp1G,04epw4G,0,0.4,0.5333333333333333
WT8C,WT8C,1,1.0,1.0
I101,Kol,0,0.0,0.0
Mg1Yy3NI,MGWY3N1,0,0.5333333333333333,0.6666666666666666
zn1hpr2V,ZyhrnyV,0,0.26666666666666666,0.4
Tzh97f,Teh0yj,0,0.3333333333333333,0.3333333333333333
o4rbSY,0416SY,0,0.5,0.5
