Actual Solution,Predicted Solution,Result,Similarity,Similarity (Non Case-Sensitive)
9NeBTyQ,9NeBTLQ,0,0.8571428571428571,0.8571428571428571
MaQ0Xt,maq0xt,0,0.5,1.0
45AT,45AT,1,1.0,1.0
qFb4od,aFb40d,0,0.6666666666666666,0.6666666666666666
oKY0M3wpK,OKAOMBZPK,0,0.3333333333333333,0.5555555555555556
5tI1,5n,0,0.3333333333333333,0.3333333333333333
ZIgv,2lgv,0,0.5,0.5
SENVK,senvk,0,0.0,1.0
Y317,y317,0,0.75,1.0
7GAM,tgam,0,0.0,0.75
1SiHGF2WM,15HG82HM,0,0.5882352941176471,0.5882352941176471
PLdSVZ,RdsVZ,0,0.5454545454545454,0.7272727272727273
FXTG,rxig,0,0.0,0.5
a85o,a850,0,0.75,0.75
HG6Q,KCOQ,0,0.25,0.25
9w1aHhl,9w1ahm,0,0.7692307692307693,0.7692307692307693
6QDM,6qdm,0,0.25,1.0
99VD,99VD,1,1.0,1.0
QWRV,2000,0,0.0,0.0
djKYv3jGW,QjKYV3jGw,0,0.6666666666666666,0.8888888888888888
VUEsz,vueSZ,0,0.0,1.0
a3HtWeOt,a3ytweot,0,0.625,0.875
CYPSY,CYBY,0,0.6666666666666666,0.6666666666666666
0F6EfGs,OF6EfGS,0,0.7142857142857143,0.8571428571428571
YCLQ,XCLQ,0,0.75,0.75
zJxFdBg,2jxfdBg,0,0.5714285714285714,0.8571428571428571
GXvqkiVB,GXNaKiVB,0,0.625,0.75
I7vv,172v,0,0.5,0.5
1U8FY,luy,0,0.0,0.5
GXPOz,GXto0t,0,0.36363636363636365,0.5454545454545454
g3dlPeKC,8,0,0.0,0.0
nyAJ,nVAJ,0,0.75,0.75
Kc5e,KcSE,0,0.5,0.75
DNPB,DNPe,0,0.75,0.75
icxZiUo,ixxziuo,0,0.5714285714285714,0.8571428571428571
1yd4O,1sda0,0,0.4,0.4
6mor,6mor,1,1.0,1.0
AR6N,ARGN,0,0.75,0.75
JjAT,JfAT,0,0.75,0.75
4PME,qme,0,0.0,0.5714285714285714
xct0,xc10,0,0.75,0.75
SO1r,so1r,0,0.5,1.0
HJWU,hims,0,0.0,0.25
qe9kb6Ss,aegvb6s,0,0.5333333333333333,0.5333333333333333
kR3SVWd,krssvnd,0,0.2857142857142857,0.7142857142857143
fR5x,fRxt,0,0.75,0.75
NM5J,nmsu,0,0.0,0.5
Yplkz,wokz,0,0.4444444444444444,0.4444444444444444
UtWd20XC,cWdo0tc,0,0.4,0.5333333333333333
T9GPG,T9CR,0,0.4444444444444444,0.4444444444444444
63M5,63m5,0,0.75,1.0
8h13,8nb3,0,0.5,0.5
XvBRi0W,xv8p0w,0,0.3076923076923077,0.6153846153846154
WCw0,wcwo,0,0.25,0.75
Qa5e8,,0,0.0,0.0
1iqnK,liqrK,0,0.6,0.6
Tta7p,ta70,0,0.6666666666666666,0.6666666666666666
6CuIfoJI,coufor,0,0.42857142857142855,0.5714285714285714
NTMY,ntmy,0,0.0,1.0
l82rQLx,182rqvs,0,0.42857142857142855,0.5714285714285714
IcnP8ZHN3,rcwp8znn3,0,0.3333333333333333,0.6666666666666666
NT5I8,NT518,0,0.8,0.8
7y6Gx,269x,0,0.4444444444444444,0.4444444444444444
O2qd,029d,0,0.5,0.5
toV80,roV80,0,0.8,0.8
wSIemQ,wslemq,0,0.5,0.8333333333333334
WJpfeW3,wspfew3,0,0.5714285714285714,0.8571428571428571
YUE8OM,yue8om,0,0.16666666666666666,1.0
SIC4dE,sicare,0,0.0,0.6666666666666666
RQGP4,RQGP4,1,1.0,1.0
N4UTX,NAUX,0,0.6666666666666666,0.6666666666666666
Q6hYSrV,Q63YSV,0,0.7692307692307693,0.7692307692307693
mPM9VYw,mPnoVYw,0,0.7142857142857143,0.7142857142857143
