Actual Solution,Predicted Solution,Result,Similarity,Similarity (Non Case-Sensitive)
aCzzTE3,acZTE3,0,0.6153846153846154,0.9230769230769231
KRNS,KRINS,0,0.8888888888888888,0.8888888888888888
qhcm4XAhP,Vcm4 renders,0,0.2857142857142857,0.2857142857142857
kNLKVf7vB,KMLNVNB,0,0.375,0.5
6sF9Ors1G,S90RS16,0,0.125,0.625
l6x1c,6x1c,0,0.8888888888888888,0.8888888888888888
3LlIj9eKj,3L1j9ek,0,0.625,0.75
YBqxg,YBOXzg,0,0.5454545454545454,0.7272727272727273
SYVS,rox5,0,0.0,0.0
Xd3D,Xd3s,0,0.75,0.75
qr7qZJ,4jua,0,0.0,0.2
3K3LRWgH,3KRBW8H,0,0.6666666666666666,0.6666666666666666
Rp9Cl9,Rp9cl9,0,0.8333333333333334,1.0
YYaY7,W4Y1,0,0.2222222222222222,0.2222222222222222
8Q54V,MLQY,0,0.2222222222222222,0.2222222222222222
l82rQLx,r8zrqv4,0,0.2857142857142857,0.42857142857142855
5TTN,5TN,0,0.8571428571428571,0.8571428571428571
r029WRONt,ridyrot,0,0.25,0.5
CA56,CA56,1,1.0,1.0
iXm38Z,i7h38Z,0,0.6666666666666666,0.6666666666666666
yaJQ,yalq,0,0.5,0.75
ONlB1wQ,ONLB1W,0,0.6153846153846154,0.9230769230769231
Te1wlFjO,TeMeO,0,0.46153846153846156,0.46153846153846156
gBlQEs,BONJOUR,0,0.15384615384615385,0.15384615384615385
UVEA,L1FE4,0,0.2222222222222222,0.2222222222222222
QCHbsq,QHbSa,0,0.5454545454545454,0.7272727272727273
EqcNMkrtD,v9crmkwid,0,0.2222222222222222,0.4444444444444444
JL2Jx8,JL2JX8,0,0.8333333333333334,1.0
gqd64yVj1,qca064yvj,0,0.5555555555555556,0.6666666666666666
YMBC,YMYC,0,0.75,0.75
NFZY,NFZYT,0,0.8888888888888888,0.8888888888888888
WMYD,MVD,0,0.5714285714285714,0.5714285714285714
FhOFwgz,fpOfwgzZ,0,0.5333333333333333,0.8
4tjE,4tE,0,0.8571428571428571,0.8571428571428571
hMr465k,WZ65k,0,0.5,0.5
Rlhlu,Rhu,0,0.75,0.75
WJQY,HeyXbox,0,0.0,0.18181818181818182
3GLwASnR,3GLw45nR,0,0.75,0.75
TKUYJu,KujU,0,0.4,0.8
mKaWdDIE,mkawd/idk,0,0.35294117647058826,0.7058823529411765
IiOw2X,Low2x,0,0.36363636363636365,0.7272727272727273
s2hMBlQe,S21M8Re,0,0.4,0.5333333333333333
aslZ6,SIZ6,0,0.4444444444444444,0.6666666666666666
SCpi6oX,Scibox,0,0.46153846153846156,0.7692307692307693
nJe6cth3,Meatloaf,0,0.25,0.25
Ib1OL9wm0,6IOIPO,0,0.26666666666666666,0.26666666666666666
KsmCS057j,KSMCS057,0,0.7058823529411765,0.9411764705882353
M9AV,Moxw,0,0.25,0.25
a1Yope,a1vere,0,0.5,0.5
D0HTZC,DQTZC,0,0.7272727272727273,0.7272727272727273
wM6Q,WM60,0,0.5,0.75
tTDj,TTDJ,0,0.5,1.0
SKkTE4q1,Skke49i,0,0.4,0.6666666666666666
BO4Or4da,b040411,0,0.26666666666666666,0.4
8ykKt,8kk1,0,0.4444444444444444,0.6666666666666666
N25M,AZ25M,0,0.6666666666666666,0.6666666666666666
Xdq0J,X8O,0,0.25,0.25
eONr,eoni,0,0.25,0.75
Dbz56d6d,DbBd6d,0,0.7142857142857143,0.7142857142857143
gI1KqS,gKKqs,0,0.5454545454545454,0.7272727272727273
iWobQsUilx,isobosuitx,0,0.6,0.7
mme42a,mmedba,0,0.6666666666666666,0.6666666666666666
ToKe834,T06834,0,0.6153846153846154,0.6153846153846154
WUU0Gwi,wuugri,0,0.3076923076923077,0.7692307692307693
K5V3,k5v3,0,0.5,1.0
Ks2nY7TlF,Ks2n7f,0,0.6666666666666666,0.8
6CCE,6CCCE,0,0.8888888888888888,0.8888888888888888
eISe,else,0,0.5,0.75
voLrGsb,v0lrsb,0,0.6153846153846154,0.7692307692307693
3XRnZ,zq0k0h,0,0.0,0.18181818181818182
BurA,B14,0,0.2857142857142857,0.2857142857142857
78uv,18CV,0,0.25,0.5
ZIVOok,Z1Vook,0,0.6666666666666666,0.8333333333333334
BQ2d4Tw16,BQ2dT3n16,0,0.7777777777777778,0.7777777777777778
JLKC,JKC,0,0.8571428571428571,0.8571428571428571
9MV4MoI,9nv4h0l,0,0.2857142857142857,0.42857142857142855
GZ7s,GZAS,0,0.5,0.75
qbKLWbdpI,qbtZWbdp,0,0.7058823529411765,0.7058823529411765
dgbYhFdZD,gWhFdZ,0,0.6666666666666666,0.6666666666666666
JNe6s,Jv60s,0,0.6,0.6
B0Y9SnG2ps,BoySnGurps,0,0.6,0.7
6PYXX,6Pxrx,0,0.4,0.8
CNlnczX,Cnclx,0,0.5,0.6666666666666666
8P8B,mFcz5A,0,0.0,0.0
D3ehtk,Doehnk,0,0.6666666666666666,0.6666666666666666
NEPHjWCA6,NEHWIGA6,0,0.7058823529411765,0.7058823529411765
RZTP,RETp,0,0.5,0.75
CERI,cepn,0,0.0,0.5
f7jV9xXA,TvgxrA,0,0.2857142857142857,0.42857142857142855
8v9OWrgY,slowreg,0,0.26666666666666666,0.5333333333333333
BDdYv,Bdqw,0,0.4444444444444444,0.4444444444444444
IWKa,Wta,0,0.5714285714285714,0.5714285714285714
xq6Kr,t46Kr,0,0.6,0.6
H2P7,mb3p7,0,0.2222222222222222,0.4444444444444444
e81Yi2,e8tK2,0,0.5454545454545454,0.5454545454545454
1Otfmotv,dimon,0,0.3076923076923077,0.3076923076923077
rENR,Per2,0,0.25,0.25
